baba	爸爸
ggxn	更新
ggxt	广告学
ghgg	共和国宫
ghgh	刚刚
ghgy	各行各业
ghhk	刚好
ghjn	钢筋
ghwz	岗位
gjbj	国际版
gjci	关键词
gjcv	干脆
gjdc	干掉
gjde	赶得
gjdk	感到
gjdy	更坚定
gjgo	干过
gjhe	干涸
gjho	干活
gjjg	国家机关
gjjn	干劲
gjjn	赶紧
gjjr	国际金融
gjjt	感觉
gjjy	干净
gjkl	感慨
gjlj	工具栏
gjlu	赶路
gjma	干嘛
gjnq	赶牛
gjqq	轨迹球
gjrf	感人
gjrk	干扰
gjsa	干啥
gjsb	感受
gjsh	赶上
gjtj	感叹
gjvf	感恩
gjxx	感谢
gjyu	干预
gjze	干着
gjzi	杆子
gjzi	感知
gjzi	关键字
gkbx	告别
gkcg	高层
gkco	搞错
gkde	搞得
gkde	高德
gkdi	高低
gkdk	搞到
gkdr	高端
gkdu	高度
gkdy	搞定
gkei	搞
gkfz	稿费
gkgk	搞搞
gkhk	搞好
gkhy	搞坏
gkji	高级
gkld	高亮
gkpz	高配
gkqy	高清
gksi	刚开始
gksi	高斯
gkso	改口说
gksu	告诉
gkue	稿
gkwj	搞完
gkwz	高位
gkxc	搞笑
gkxo	高兴
gkxo	高兴
gkxy	高兴
gkzi	告知
gkzs	高中
glbj	改版
glbm	改变
glbm	改编
glcg	改成
glcg	管理层
glch	该厂
glcu	改出
gldk	该到
glds	改动
gldu	高亮度
glgk	改稿
glgl	改改
glgo	改过
glgs	灌篮高手
glhk	改好
glhk	盖好
glhv	改悔
gljn	改进
glko	概括
gllr	改乱
gllv	概率
glly	孤零零
glmy	改名
glnm	概念
glou	盖
glqi	管理器
glth	格林童话
gltm	改天
glwj	改完
glwk	膏梁纨袴
glwz	改为
glxw	改下
glxx	改写
glyr	管理员
glzd	改装
glzg	改正
glzk	改造
glzu	盖住
gmlu	根目录
gmxq	鬼迷心窍
goce	国策
gocg	过程
gocj	国产
goda	过大
gode	过得
godo	过多
gods	过冬
godu	过度
godu	过渡
gody	国定
goei	过
goff	过分
gofj	郭帆
gohe	果核
gohk	过好
goji	国际
gojw	国家
gojx	过节
gole	过了
goll	过来
golv	过滤
gomk	国贸
gonz	国内
gooe	郭
goqi	过期
goqi	国企
goqi	国旗
goqu	过去
goqy	国庆
gorf	国人
gorj	果然
gosf	过审
gosh	过上
gosh	国殇
gosi	过世
govr	过儿
gowl	国外
goxw	过下
goyu	过于
goyy	国营
gozf	果真
gpds	滚动
gpsv	滚水
gqsx	各取所需
grbc	贯标
grbi	关闭
grca	观察
grcl	棺材
grdc	关掉
grdm	观点
grfh	官方
grgd	观光
grgd	个人观点
grji	关机
grjm	关键
grkj	观看
grli	管理
grlm	关联
grmf	关门
grsv	关税
grta	管它
grue	管
grwh	观望
grwh	官网
grxi	关系
grxn	关心
gryu	关于
grzu	关注
gsbj	公版
gsch	工厂
gsdk	公道
gsei	工
gsei	共
gseu	龚
gsfu	功夫
gsgk	公告
gsgs	公共
gshu	工商户
gshw	格式化
gsji	共计
gsji	攻击
gsjl	高山峻岭
gsju	工具
gskl	公开
gsme	干什么
gsng	功能
gsqm	工钱
gssf	躬身
gssg	共生
gssi	公司
gssi	公式
gsso	工商所
gssu	公诉
gsui	供
gsxd	共享
gsxi	恭喜
gsye	工业
gsyi	工艺
gsyi	公益
gsyr	公园
gsys	公用
gsyu	公寓
gszi	工资
gszo	工作
gszs	公众
gthk	感叹号
gubk	鼓包
guci	故此
gudl	古代
gudm	古典
gudu	孤独
gudy	固定
gufa	古法
guji	估计
gujm	固件
gujw	估价
guke	顾客
guli	鼓励
gulv	顾虑
gupi	孤僻
gupu	古朴
gusi	故事
gusr	估算
guwo	雇我
guyi	故意
guys	雇佣
guzd	古装
guzh	故障
guzi	固执
gvbi	规避
gvda	贵大
gvdm	贵点
gvfj	规范
gvge	规格
gvhw	归化
gvji	高尔基
gvle	贵了
gvlv	规律
gvlz	归类
gvqr	贵圈
gvsu	归属
gvua	龟
gvyi	诡异
gvze	规则
gwce	购物车
gwze	挂着
gwzl	挂载
gxfc	恭喜发财
gxfc	广西房地产
gxhw	个性化
gxll	光鲜亮丽
gxqu	感兴趣
gxss	供雪松
gygy	怪怪
gygy	乖乖
gypn	工艺品
gywm	关于我们
gyyi	怪异
gzcu	给出
gzgy	各种各样
gzhk	国字号
gzju	古装剧
gzli	给力
gzli	骨子里
gznn	给您
gzqu	甘州区
gzsi	工作室
gzta	给他
gzta	给它
gztl	工作台
gzwo	给我
gzze	工作者
haha	哈哈
haha	蛤蛤
hbbz	后背
hbcu	后厨
hbdk	吼道
hbdm	汉堡店
hbdm	华北电
hbdr	后端
hbdu	厚度
hbgl	后盖
hbgo	后果
hbhk	好不好
hbhv	会不会
hbhv	后悔
hbjc	吼叫
hbjc	后脚
hbke	喉科
hble	厚了
hbll	后来
hblz	胡编乱造
hbmm	后面
hbqi	后期
hbsg	厚生
hbtc	互剥痛疮
hbtk	还不停课
hbtl	后台
hbtm	后天
hbxr	候选
hbyy	毫不犹豫
hbzi	猴子
hbzv	后缀
hcpc	火车票
hddi	皇帝
hddr	好端端
hdei	黄
hdfz	荒废
hdhe	黄河
hdjw	回到家
hdlk	海底捞
hdnm	很多年
hdpm	幻灯片
hdse	黄色
hdtu	黄图
hdvd	回答按钮的
hdyj	谎言
hdzb	黄州
hdzh	慌张
hdzl	蝗灾
heby	合并
heca	核查
heca	喝茶
hecg	合成
hefa	合法
hege	合格
hegl	盒盖
hehe	呵呵
hehu	呵护
heji	合计
hejq	喝酒
hejs	何炅
hekd	何况
heli	合理
heni	和你
henj	河南
hese	褐色
hesh	合上
hesi	核实
hesi	何时
hesi	合适
hets	合同
heuo	盒
hewo	和我
hexx	和谐
heyi	何以
heyy	合影
hezi	合资
hezi	盒子
hezo	合作
hezu	合租
hfbf	很笨
hfcb	很丑
hfch	很长
hfda	很大
hfdo	很多
hfdr	很短
hfdy	候风地动仪
hffj	很烦
hfgk	很高
hfhk	很好
hfji	痕迹
hfjq	很久
hfju	韩复矩
hfku	很苦
hfky	很快
hflc	核废料
hfmh	很忙
hfmj	很慢
hfnj	很难
hfqc	哈飞汽车
hfqd	很强
hfsf	很深
hfsk	很少
hfsy	很帅
hfxc	很小
hfxd	很像
hfyi	恨意
hfyr	很远
hgbj	横板
hgdw	韩国队伍
hgei	横
hgfu	横幅
hghg	哼哼
hgjn	缓过劲
hgpl	横排
hgpu	横铺
hgxm	横线
hgxn	恒心
hgxw	横下
hgze	横着
hhcc	昏昏沉沉
hhfu	换行符
hhhh	哈哈哈哈
hhhl	航海
hhhu	黑乎乎
hhhu	黑忽忽
hhll	花花绿绿
hhnz	行内
hhrf	合伙人
hhsb	黄花瘦
hhsb	行首
hhye	行业
hjbk	汉堡
hjei	韩
hjgl	涵盖
hjhu	含糊
hjhw	汉化
hjld	含量
hjsu	函数
hjxu	含蓄
hjyb	含有
hjyi	含义
hjzi	汉子
hjzi	汉字
hkba	好吧
hkbh	好棒
hkbu	好不
hkbz	好背
hkcb	好丑
hkcd	好看程度
hkci	好吃
hkcu	好处
hkda	好大
hkdk	还看到
hkdm	好点
hkdo	好多
hkee	耗
hkfz	耗费
hkgk	好搞
hkhk	好好
hkia	昊
hkjq	好久
hkkh	好康
hkkj	好看
hklz	好累
hkmc	毫秒
hkmi	毫米
hkmz	好美
hknj	好难
hkns	好弄
hkoo	浩
hkpz	好配
hkqc	好翘
hkqd	好强
hkqi	好奇
hksi	好使
hkso	好说
hktm	浩天
hkty	好听
hkwj	好玩
hkwu	毫无
hkxd	好像
hkxd	好想
hkxn	好心
hkxx	好些
hkyi	好意
hkyr	好远
hkys	好用
hkzk	好找
hkzl	豪宅
hlbk	海报
hlbu	还不
hldi	海底
hldk	海盗
hldz	还得
hlhk	还好
hlhv	还会
hlkn	回来看你
hlky	还快
hllh	海浪
hlma	海马
hlmb	海量模板
hlmz	还没
hlng	还能
hlpa	害怕
hlqu	还去
hlsi	还是
hlsi	海狮
hlso	还说
hlsu	黄连素
hltp	海豚
hlty	还挺
hlwh	互联网
hlwm	红鳞卫矛
hlxd	还想
hlxq	害羞
hlxu	还需
hlxy	还行
hlyb	还有
hlyh	海洋
hlyk	还要
hlyp	海运
hlys	还用
hlzf	还真
hlzi	孩子
hlzl	还在
hlzo	还做
hngb	湖南广播
hnmy	猴年马月
hnsg	河南省
hnyy	湖南岳阳
hobk	火爆
hocu	活出
hoda	火大
hode	获得
hode	活得
hods	活动
hogj	活干
hogl	活该
hohk	货号
hohw	火花
hone	活呢
hoqu	获取
hors	火绒
hosk	火烧
houi	货
hoyt	活跃
hoze	或者
hoze	活着
hozl	火灾
hozr	火砖
hpds	互派大使
hpgo	黑苹果
hphe	混合
hpli	婚礼
hplr	混乱
hpsf	浑身
hpzl	混在
hqbz	华强北
hrcg	换乘
hrcg	换成
hrcp	缓存
hrdc	换掉
hrdi	桓帝
hrdk	换到
hrdl	还贷
hrdm	换点
hrdw	恍然大悟
hrei	换
hrge	换个
hrgo	换过
hrgz	还给
hrhh	换行
hrhr	缓缓
hrhr	欢欢
hrhr	换换
hrji	还击
hrjx	环节
hrjy	环境
hrjy	换景
hrkr	还款
hrle	欢乐
hrle	换了
hrmj	缓慢
hrpy	换屏
hrsh	换上
hrsr	换算
hrwj	换完
hrwo	还我
hrxw	换下
hrxy	唤醒
hrya	换牙
hrys	换用
hryy	幻影
hryy	欢迎
hrze	换着
hrze	患者
hsbd	胡说八道
hshs	红红
hskd	还是可以的
hsli	红利
hsng	何时能
hsoo	宏
hsqr	红圈
hsqu	红曲
hsse	红色
hssv	洪水
hthd	昏天黑地
hubm	胡编
hubn	湖滨
hucu	呼出
huds	互动
huhr	呼唤
huhu	呼呼
huhu	糊糊
huhu	乎乎
huia	唬
huli	护理
huli	狐狸
hult	忽略
hunj	湖南
hunk	胡闹
huns	糊弄
huoa	户
huou	糊
hurf	湖人
hurj	忽然
huso	胡说
huxd	互相
huxx	胡写
huxy	户型
huyb	忽悠
huyj	护眼
huzk	护照
huzs	户总
hvbf	绘本
hvce	回车
hvcf	灰尘
hvda	回答
hvdk	回到
hveu	灰
hvfu	回复
hvfu	恢复
hvgo	回国
hvgo	回过
hvgr	回关
hvhw	绘画
hvhw	会话
hvio	辉
hvjw	回家
hvkj	回看
hvkj	会刊
hvkj	会看
hvll	回来
hvmj	会慢
hvpk	会跑
hvqi	晦气
hvqu	回去
hvsb	挥手
hvsb	回收
hvse	灰色
hvse	会社
hvsi	回事
hvso	会说
hvsu	回溯
hvtb	回头
hvtv	回退
hvxd	回想
hvyb	会有
hvyi	回忆
hvyi	会议
hvyr	会员
hvys	会用
hvyy	回应
hvzs	汇总
hwbj	花瓣
hwby	画饼
hwce	画册
hwcg	化成
hwdk	滑到
hwdm	花店
hwdm	花点
hwds	滑动
hwds	华东
hwei	画
hwei	花
hwff	划分
hwfg	画风
hwfu	画幅
hwfz	花费
hwge	花格
hwgo	划过
hwgo	画过
hwgz	划给
hwho	花火
hwhw	画画
hwjc	花轿
hwky	滑块
hwle	花了
hwli	华丽
hwli	华立
hwmm	画面
hwpy	花屏
hwqd	华强
hwqm	花钱
hwrf	华人
hwso	话说
hwsr	划算
hwti	话题
hwts	话筒
hwtu	画图
hwwz	华为
hwxd	画像
hwxt	滑雪
hwxx	花些
hwxx	河外星系
hwyi	华裔
hwyu	话语
hwyu	华语
hxci	候选词
hxkd	很辛苦的
hxxd	湖西乡
hyei	坏
hygl	话音刚落
hyjq	怀旧
hynm	怀念
hyqr	黑眼圈
hysi	坏事
hyyi	怀疑
hyyu	行业语
hzbl	黑白
hzbm	黑边
hzdi	黑底
hzkd	黑框
hzke	黑客
hzma	黑马
hzmn	还在吗你
hzmz	黑莓
hzse	黑色
hzti	黑体
hzwj	杭州湾
hzye	黑夜
hzyy	黑影
hzzi	黑子
jbdk	据报道
jbqu	进不去
jbwj	几百万
jbzu	记不住
jcbf	脚本
jccg	教程
jccl	教材
jcdi	较低
jcdl	交代
jcdm	焦点
jcdr	较短
jcdu	角度
jcdv	校对
jcei	教
jcfa	教法
jcfa	叫法
jcfh	交房
jcgo	教过
jcgs	教工
jcgz	教给
jcgz	交给
jchr	交换
jchu	交互
jcia	嚼
jcjn	较劲
jcle	交了
jclq	交流
jclv	焦虑
jcqu	郊区
jcqy	矫情
jcsb	教授
jcsh	基础上
jcsh	叫上
jcsh	交上
jcsi	教室
jcsi	教师
jctb	教头
jcts	交通
jcua	脚
jcwh	交往
jcwo	教我
jcwz	较为
jcxw	教下
jcyi	交易
jcyu	教育
jdbf	绝大部分
jdbz	奖杯
jdbz	将被
jddi	降低
jddm	简单点
jdhu	江湖
jdjd	讲讲
jdji	降级
jdjn	奖金
jdjn	将近
jdjq	讲究
jdjw	降价
jdjx	讲解
jdlj	绝对路径
jdll	将来
jdoa	讲
jdoe	酱
jdou	姜
jdqi	讲起
jdtc	经典台词
jdtc	进度条
jdwj	讲完
jdxd	奖项
jdzi	降智
jdzi	降至
jgge	九宫格
jgrc	尽管如此
jgyp	坚果云
jgyt	几个月
jiai	际
jiba	鸡巴
jiba	几把
jibc	基表
jibf	基本
jibf	几本
jibj	羁绊
jibl	几百
jibu	几步
jibx	级别
jicg	基层
jicg	集成
jici	几次
jico	记错
jicu	基础
jicu	寄出
jicu	几处
jide	记得
jidk	寄到
jidm	机电
jidm	几点
jidr	极端
jidu	嫉妒
jiei	技
jiei	挤
jiei	机
jiei	极
jiff	计分
jiff	几分
jiff	积分
jifj	几番
jigd	激光
jige	几个
jigz	寄给
jihe	集合
jihh	几行
jiho	激活
jihu	几乎
jihv	机会
jihw	计划
jijc	计较
jijw	几家
jijx	季节
jike	即可
jilu	记录
jimc	几秒
jimo	寂寞
jing	技能
jinm	纪念
jinm	几年
jioa	记
jiqc	技巧
jiqi	机器
jiqi	极其
jiqu	寄去
jirb	鸡肉
jirb	肌肉
jirj	既然
jisi	即时
jisi	几十
jisi	及时
jisr	计算
jisu	技术
jisu	计数
jitc	几条
jith	鸡汤
jiti	集体
jitk	几套
jitl	机台
jitm	几天
jitr	集团
jitv	鸡腿
jiua	几
jiua	急
jiui	集
jixu	继续
jixw	记下
jixw	几下
jixx	机械
jixy	机型
jixy	记性
jiya	挤压
jiyi	记忆
jiyu	基于
jizb	挤走
jizh	几张
jizi	机制
jizi	集资
jizj	激战
jizl	挤在
jizs	几种
jizs	集中
jizu	记住
jizz	鸡贼
jjcc	进进出出
jjch	竞技场
jjdd	简简单单
jjjj	斤斤计较
jjjs	经济技术
jjri	节假日
jjtf	经济腾飞
jjwm	究竟为什么
jjwu	居酒屋
jkdk	就看到
jkkk	据可靠
jklj	进口料件
jkls	京客隆
jkng	尽可能
jlpm	纪录片
jlqr	居留权
jmbm	渐变
jmca	检查
jmce	检测
jmci	坚持
jmdc	剪掉
jmdj	简单
jmdk	见到
jmdk	剪刀
jmdm	加盟店
jmdx	间谍
jmei	捡
jmff	酵母粉
jmff	减分
jmfj	简繁
jmgo	见过
jmgo	坚果
jmhk	减号
jmhw	简化
jmji	剪辑
jmjm	渐渐
jmjt	坚决
jmju	间距
jmjx	简介
jmjx	简洁
jmkh	健康
jmlb	简陋
jmld	见谅
jmli	建立
jmli	简历
jmlj	剑兰
jmmk	键帽
jmmm	见面
jmmo	建模
jmnd	舰娘
jmou	剪
jmpj	键盘
jmpn	简拼
jmqu	减去
jmrs	兼容
jmrv	尖锐
jmsi	坚实
jmsk	减少
jmso	检索
jmsu	简书
jmsu	简述
jmtb	肩头
jmtb	箭头
jmtx	剪贴
jmty	监听
jmue	键
jmue	简
jmvj	建安
jmwz	键位
jmxn	坚信
jmyi	建议
jmyj	检验
jmyt	简约
jmyy	坚硬
jmyy	剪影
jmzg	见证
jmzi	兼职
jmzi	简直
jmzj	建站
jnae	尽
jnbi	金币
jnbu	进步
jncb	紧凑
jncg	进城
jncg	进程
jnda	加拿大
jndk	进到
jndm	近点
jndu	进度
jngr	尽管
jnhb	今后
jnhh	金航
jnhw	进化
jnjn	紧紧
jnju	金句
jnld	尽量
jnli	尽力
jnll	进来
jnmi	紧密
jnmj	锦囊妙计
jnnm	今年
jnpn	纪念品
jnqi	近期
jnqu	进去
jnri	今日
jnru	进入
jnse	金色
jnsu	金属
jntm	就那天
jntm	今天
jntx	紧贴
jnuo	金
jnuo	今
jnve	金额
jnwj	今晚
jnxq	进修
jnxy	进行
jnys	禁用
jnze	紧着
jnzh	进帐
jnzh	紧张
jnzi	禁止
jnzj	进展
jpgo	军国
jpgo	金苹果
jpxw	键盘侠
jpzi	君子
jqba	就把
jqbj	旧版
jqci	就此
jqdi	就地
jqdm	酒店
jqdu	就读
jqff	纠纷
jqlc	尽情聊
jqll	就来
jqrf	救人
jqrf	机器人
jqsh	就上
jqsi	就是
jqsr	就算
jqxd	就像
jqxy	就行
jqzb	九州
jqzg	纠正
jqzi	就职
jrjy	肌肉记忆
jrou	卷
jsby	精神病
jsgj	既视感
jsia	囧
jsji	计算机
jsnm	几十年
jsqi	接收器
jsqi	计算器
jszi	金手指
jtbj	剪贴板
jtde	觉得
jtdv	绝对
jtdy	决定
jtfz	交通费
jtjy	家庭教育
jtle	绝了
jtxx	精挑细选
jtye	静态页
jtzi	简体字
jubf	剧本
jubj	举办
jubk	举报
jubu	局部
juda	巨大
juei	拒
jufu	巨幅
juhk	句号
jujc	聚焦
jujt	拒绝
juli	距离
jumn	居民
juqy	剧情
jusb	举手
jutb	剧透
jutb	巨头
juti	具体
juty	居停
juxy	矩形
juyy	巨婴
juzd	鞠庄
juzi	句子
juzs	剧中
juzs	居中
juzu	剧组
juzu	居住
jwbj	加班
jwci	加持
jwcu	加粗
jwcu	教务处
jwdk	加到
jwdm	加点
jwdm	家电
jwei	贾
jwff	加分
jwgb	架构
jwge	加个
jwge	价格
jwgs	加工
jwhj	加焊
jwhk	加号
jwho	家伙
jwho	假货
jwhv	居委会
jwia	甲
jwjw	加价
jwjy	加精
jwli	家里
jwmf	家门
jwmi	加密
jwmm	假面
jwmy	假名
jwni	加你
jwqd	加强
jwrf	家人
jwri	假日
jwru	加入
jwru	假如
jwse	架设
jwse	假设
jwsh	加上
jwsi	架势
jwsi	家事
jwsu	加速
jwsu	家属
jwui	假
jwui	价
jwyb	加油
jwyi	加以
jwzd	加装
jwzh	家长
jwzi	价值
jwzk	驾照
jwzl	加在
jwzl	加载
jwzu	家族
jxbj	结伴
jxcu	接触
jxda	接打
jxda	解答
jxdm	节点
jxdr	阶段
jxdr	截断
jxdu	解读
jxei	接
jxfh	街坊
jxgb	结构
jxgm	机械革命
jxgn	就先给你
jxgo	结果
jxgv	接轨
jxhe	结合
jxho	解惑
jxhp	结婚
jxjp	机械键盘
jxjr	疾行机人
jxjt	解决
jxjx	姐姐
jxkb	接口
jxll	接下来
jxlp	结论
jxmm	界面
jxmu	节目
jxqu	截取
jxri	节日
jxru	接入
jxru	介入
jxsb	接受
jxsb	接收
jxsg	节省
jxsi	结实
jxsi	解释
jxsk	介绍
jxso	解说
jxsu	结束
jxtu	截图
jxua	解
jxui	借
jxwu	吉祥物
jxwz	结尾
jxxi	解析
jxxm	接线
jxya	解压
jxyi	介意
jxyt	解约
jxzb	节奏
jxze	接着
jxzi	戒指
jybk	警报
jyca	警察
jych	经常
jycl	精彩
jydl	惊呆
jydm	经典
jyds	惊动
jydu	京都
jyei	敬
jyfh	警方
jygk	警告
jygl	经营管理
jygo	经过
jygr	经管
jyhd	教育活动
jyhx	家喻户晓
jyji	经济
jyjm	精简
jyli	经历
jyli	精力
jylt	教育论坛
jymz	精美
jyou	精
jyqt	精确
jyrj	竟然
jysh	经商
jyso	交易所
jyso	解压缩
jytb	镜头
jytl	静态
jyts	精通
jywl	境外
jyxd	镜像
jyxi	惊喜
jyxn	精心
jyyj	经验
jyyn	静音
jyyu	敬语
jyyy	经营
jyyy	晶莹
jyzd	精装
jyzg	竞争
jyzi	经验值
jyzi	精致
jyzi	径直
jzgr	价值观
jzgu	金针菇
k 	可
kabi	卡比
kabk	卡包
kadp	卡顿
kaka	咔咔
kaka	卡卡
kake	卡克
kalm	卡莲
kamm	卡面
kapm	卡片
kasi	喀什
kasi	卡死
kats	卡通
kayi	卡伊
kaze	卡着
kazl	卡债
kazu	卡住
kbbo	口播
kbcl	口才
kbcu	扣除
kbcu	看不出
kbdc	扣掉
kbdc	抠掉
kbdk	看不到
kbei	抠
kbei	扣
kbff	扣分
kbhl	口嗨
kbhl	口碑和收视率
kbjm	看不见
kbky	可不可以
kbmf	抠门
kbqy	看不清
kbsh	扣上
kbsh	看不上
kbtu	抠图
kbwf	口吻
kbyu	口语
kbzl	扣在
kbzs	口中
kdei	框
kdhw	扩大化
kdji	肯德基
kdjm	看得见
kdjw	框架
kdye	狂野
kecg	课程
keei	壳
kefh	客房
kehr	科幻
kehu	客户
keji	科技
keli	颗粒
kelm	可怜
kelv	可虑
keng	可能
keoa	课
keoo	客
kepa	可怕
kepu	科普
keqi	客气
kerf	客人
kesi	可是
kevl	可爱
kewj	可玩
kexc	可笑
kexi	可惜
kext	科学
keyi	可以
keyi	课椅
keys	可用
kezh	课长
kezi	壳子
kezo	课桌
kfdy	肯定
kfsh	开发商
kfyy	开发应用
kfze	开发者
kgwz	坑位
khdr	客户端
khei	抗
khkh	康康
kjcg	堪称
kjcu	看出
kjde	看得
kjdk	看到
kjgo	看过
kjhk	看好
kjjm	快捷键
kjjm	看见
kjjx	科技界
kjke	坎坷
kjkj	看看
kjkl	看开
kjll	看来
kjma	看吗
kjqy	看清
kjsh	看上
kjsi	看似
kjsu	可计数
kjwj	看完
kjxw	砍下
kjxw	看下
kjze	看着
kkbb	磕磕绊绊
kkbz	拷贝
kkgo	考过
kkjn	靠近
kkkk	考考
kklv	考虑
kkpu	靠谱
kksh	考上
kksi	考试
kkss	看看是不是
kkue	靠
kkvl	可可爱
kkwj	考完
kkxt	考学
kkxw	考下
kkxw	靠下
kkze	靠着
klcu	开出
klcu	开除
kldu	开赌
klfa	开发
klfg	开封
klfh	开放
klgr	开关
klhk	开好
klhv	开会
klji	开机
klkl	开开
klmf	开门
klpc	开票
klqi	开启
klsd	克里斯蒂
klsi	开始
kltb	开头
klty	开庭
klwj	开完
klxn	开心
klxt	开学
klyr	开源
klzh	开张
klzj	开展
knvr	康奈尔
koda	扩大
kohk	括号
korf	阔人
kors	扩容
kozj	扩展
kpjx	坤姐
kpnj	困难
kprk	困扰
krcp	科任村
krdm	宽点
krdu	宽度
kryi	宽衣
ksbl	空白
ksge	空格
kshh	空行
ksjm	控件
ksjm	空间
kskj	砍手砍脚
ksks	空空
ksld	卡式录音带
ksls	恐龙
kssi	堪萨斯
kstb	空投
kstc	空调
ksxi	空隙
ksxn	空心
ksze	空着
kszi	控制
kszs	空中
ktdu	看态度
kuca	裤衩
kucp	库存
kudb	裤兜
kuei	苦
kufh	库房
kuoa	裤
kuoe	库
kuqs	哭穷
kuxr	酷炫
kuzi	裤子
kuzk	枯燥
kwgo	跨国
kwjd	夸奖
kwjx	矿物界
kwjx	跨界
kwnm	跨年
kwru	跨入
kwsh	跨上
kwyi	卡哇伊
kxbd	哭笑不得
kxjy	开箱即用
kxxy	可行性
kyca	可以查
kydi	快递
kydk	快到
kydm	快印店
kyei	块
kygj	快感
kyky	快快
kyqm	块钱
kysb	快手
kysi	跨越式
kysu	快速
kyyn	快印
kzhw	客制化
kztl	控制台
kzzi	快中子
laba	喇叭
ladk	拉倒
ladk	拉到
lage	拉格
laha	拉哈
lahz	拉黑
laia	啦
laji	垃圾
laqp	拉群
laqu	拉去
laqu	拉取
lasf	拉伸
lasi	拉屎
laxw	落下
laze	拉着
lbdc	漏掉
lblc	来不了
lbmu	六本木
lbpj	楼盘
lbss	乐不思蜀
lcbz	里程碑
lcde	聊得
lcdk	聊到
lcgo	辽国
lcgo	聊过
lcjw	来参加
lcjx	了解
lclc	聊聊
lcle	聊了
lctm	聊天
lcze	聊着
ldba	两把
ldbf	两本
ldbl	两百
ldbm	两边
ldbz	两倍
ldbz	领导班子
ldci	两次
ldcj	量产
ldco	论对错
lddb	懒得打扮
lddi	两地
lddm	亮点
lddr	两端
lddu	亮度
ldgd	亮光
ldge	两个
ldge	老大哥
ldgo	两国
ldhh	两行
ldji	来得及
ldjw	两家
ldky	两块
ldky	凉快
ldld	凉凉
ldli	靓丽
ldlj	冷冻离心机
ldll	脸都绿了
ldlx	链断裂
ldmn	良民
ldnm	两年
ldoe	亮
ldpi	凉皮
ldqm	两千
ldrf	领导人
ldse	两色
ldse	亮色
ldtc	两条
ldtk	两套
ldtm	两天
ldwj	两万
ldxd	两项
ldxw	两下
ldye	两夜
ldye	两页
ldye	老大爷
ldzb	两周
ldze	两者
ldzh	两张
ldzs	两种
ldzu	两组
legd	乐光
leji	了几
letm	乐天
leyr	乐园
lfti	立方体
lgbo	老胳膊
lgds	冷冻
lghs	刘耕宏
lgmf	冷门
lgyj	冷眼
lgyj	冷艳
lgzu	棱柱
lgzu	愣住
lhbz	狼狈
lhck	浪潮
lhdu	朗读
lhfz	浪费
lhmj	浪漫
licg	历程
liei	李
lifg	利丰
ligs	立功
lihl	厉害
lihp	离婚
liji	立即
lijx	理解
lijy	历经
likl	离开
lild	力量
lilp	理论
lilu	里路
lima	立马
limk	礼貌
limm	里面
linu	狸奴
lioe	立
lioe	离
lipu	离谱
liqi	力气
liqt	里却
lirp	利润
liru	例如
lisi	历史
lita	理他
liti	立体
liwl	例外
liwu	礼物
lixd	理想
lixm	离线
liyb	理由
liye	里也
liys	利用
liyy	李颖
lizi	栗子
lizi	荔枝
lizi	励志
lizi	离职
lizi	粒子
lizi	例子
lizu	立足
ljbv	累觉不爱
ljde	懒得
ljdo	懒惰
ljei	蓝
ljei	栏
ljfg	龙卷风
ljjx	拦截
ljmk	蓝猫
ljmk	懒猫
ljmu	栏目
ljmz	蓝莓
ljse	蓝色
ljtm	蓝天
ljts	垃圾桶
ljwz	栏位
ljwz	烂尾
ljya	蓝牙
ljyj	垃圾邮件
ljzi	篮子
lkbj	老板
lkbk	老鸨
lkda	老大
lkge	老歌
lkgf	老根
lkhd	老黄
lkhe	老何
lkjw	老家
lkjw	老贾
lkkr	老款
lklo	老罗
lkpo	老婆
lkqi	老气
lkqu	老去
lkrf	老人
lksi	老实
lksi	老师
lktv	老腿
lkwg	老翁
lkwh	老王
lkwj	老万
lkwk	理科文科
lkxd	老乡
llde	来得
lldk	来到
lldm	来电
lldq	流浪地球
llge	来个
llgf	刘老根
llhv	来回
llhw	老龄化
llhw	来华
lljd	来讲
llqi	浏览器
llso	来说
llss	老老实实
lltm	聊聊天
llyr	来源
llze	来着
llzi	来自
lmds	联动
lmdu	连读
lmgr	连贯
lmhe	联合
lmjd	连甍接栋
lmji	连击
lmjx	连
lmjx	连
lmjx	连接
lmjx	链接
lmlm	练练
lmmg	联盟
lmmy	联名
lmpi	脸皮
lmqi	连起
lmsh	连上
lmua	脸
lmwh	联网
lmxd	联想
lmxi	练习
lmxi	联系
lmxj	梁孟相敬
lmxu	连续
lmxy	脸型
lmyj	潋滟
lmyn	罗马音
lmze	连着
lmzl	连载
lnch	临场
lnju	邻居
lnli	林立
lnsi	临死
lnvj	临安
lnyu	淋浴
loca	落差
lodi	落地
lodm	落点
lody	落定
lohe	络合
lohu	落户
loji	逻辑
loru	落入
losi	落实
losi	螺丝
loxw	落下
loze	裸着
lozl	落在
lpbo	轮播
lpdc	论调
lpka	礼品卡
lpxp	轮询
lpxr	离屏渲染
lpzi	轮子
lpzr	轮转
lqbx	离情别绪
lqbz	老前辈
lqbz	乱七八糟
lqcg	流程
lqch	流畅
lqcu	留出
lqdy	柳丁
lqgj	流感
lqgz	留给
lqks	留空
lqld	流量
lqlj	浏览
